time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1326.279512,1.56E+03,7.94E+00,4.51E-04,71153,537.06954,1435.56327,1.41E+03,5.98E+00,9.59E+02,2.30E+00,1.56E+03,7.94E+00,0,,,,,537.06954,2.89E-03,1435.56327,1.98E-03,3.19E-02,-8.66E-02
1326.280901,1.53E+03,7.92E+00,4.51E-04,71154,537.06512,1435.55439,1.39E+03,5.96E+00,9.62E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06512,2.92E-03,1435.55439,2.00E-03,2.59E-02,-9.75E-02
1326.28229,1.53E+03,7.92E+00,4.51E-04,71155,537.06175,1435.55515,1.39E+03,5.96E+00,9.64E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06175,2.92E-03,1435.55515,2.00E-03,2.23E-02,-9.73E-02
1326.283679,1.55E+03,7.93E+00,4.51E-04,71156,537.06253,1435.56242,1.41E+03,5.97E+00,9.61E+02,2.30E+00,1.55E+03,7.93E+00,0,,,,,537.06253,2.90E-03,1435.56242,1.99E-03,3.00E-02,-8.98E-02
1326.285068,1.53E+03,7.92E+00,4.51E-04,71157,537.06117,1435.55948,1.39E+03,5.96E+00,9.61E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06117,2.92E-03,1435.55948,2.00E-03,2.23E-02,-9.65E-02
1326.286456,1.54E+03,7.93E+00,4.51E-04,71158,537.07062,1435.55238,1.40E+03,5.97E+00,9.63E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.07062,2.92E-03,1435.55238,2.00E-03,2.68E-02,-9.52E-02
1326.287845,1.55E+03,7.94E+00,4.51E-04,71159,537.06587,1435.55736,1.40E+03,5.98E+00,9.64E+02,2.31E+00,1.55E+03,7.94E+00,0,,,,,537.06587,2.91E-03,1435.55736,2.00E-03,3.20E-02,-9.18E-02
1326.289234,1.54E+03,7.94E+00,4.51E-04,71160,537.06119,1435.55685,1.40E+03,5.97E+00,9.62E+02,2.30E+00,1.54E+03,7.94E+00,0,,,,,537.06119,2.92E-03,1435.55685,2.00E-03,2.19E-02,-9.73E-02
1326.290623,1.54E+03,7.93E+00,4.51E-04,71161,537.05955,1435.55431,1.40E+03,5.97E+00,9.66E+02,2.31E+00,1.54E+03,7.93E+00,0,,,,,537.05955,2.91E-03,1435.55431,2.00E-03,2.64E-02,-1.05E-01
1326.292012,1.54E+03,7.92E+00,4.51E-04,71162,537.06682,1435.56377,1.40E+03,5.96E+00,9.62E+02,2.30E+00,1.54E+03,7.92E+00,0,,,,,537.06682,2.91E-03,1435.56377,2.00E-03,2.91E-02,-8.67E-02
1326.293401,1.55E+03,7.93E+00,4.51E-04,71163,537.06212,1435.5567,1.41E+03,5.97E+00,9.57E+02,2.30E+00,1.55E+03,7.93E+00,0,,,,,537.06212,2.89E-03,1435.5567,1.99E-03,2.33E-02,-9.77E-02
1326.29479,1.53E+03,7.92E+00,4.51E-04,71164,537.06617,1435.56331,1.39E+03,5.96E+00,9.63E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06617,2.92E-03,1435.56331,2.00E-03,2.84E-02,-8.57E-02
1326.296179,1.54E+03,7.93E+00,4.51E-04,71165,537.06596,1435.56044,1.40E+03,5.97E+00,9.62E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06596,2.92E-03,1435.56044,2.00E-03,2.85E-02,-9.48E-02
1326.297568,1.54E+03,7.93E+00,4.51E-04,71166,537.06622,1435.55678,1.40E+03,5.97E+00,9.64E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06622,2.92E-03,1435.55678,2.00E-03,2.79E-02,-9.40E-02
1326.298956,1.53E+03,7.91E+00,4.51E-04,71167,537.06387,1435.55974,1.39E+03,5.96E+00,9.61E+02,2.30E+00,1.53E+03,7.91E+00,0,,,,,537.06387,2.93E-03,1435.55974,2.00E-03,2.96E-02,-9.47E-02
1326.300345,1.55E+03,7.94E+00,4.51E-04,71168,537.0617,1435.56076,1.41E+03,5.98E+00,9.64E+02,2.30E+00,1.55E+03,7.94E+00,0,,,,,537.0617,2.91E-03,1435.56076,1.99E-03,2.86E-02,-9.05E-02
1326.301734,1.54E+03,7.93E+00,4.50E-04,71169,537.05756,1435.56008,1.40E+03,5.97E+00,9.63E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.05756,2.91E-03,1435.56008,2.00E-03,2.42E-02,-9.57E-02
1326.303123,1.54E+03,7.92E+00,4.50E-04,71170,537.06494,1435.5634,1.40E+03,5.96E+00,9.62E+02,2.30E+00,1.54E+03,7.92E+00,0,,,,,537.06494,2.92E-03,1435.5634,2.00E-03,2.82E-02,-8.68E-02
1326.304512,1.53E+03,7.92E+00,4.50E-04,71171,537.06614,1435.55824,1.39E+03,5.96E+00,9.64E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06614,2.93E-03,1435.55824,2.00E-03,2.93E-02,-9.27E-02
1326.305901,1.52E+03,7.92E+00,4.50E-04,71172,537.05785,1435.55434,1.38E+03,5.96E+00,9.67E+02,2.31E+00,1.52E+03,7.92E+00,0,,,,,537.05785,2.94E-03,1435.55434,2.01E-03,2.09E-02,-1.06E-01
1326.30729,1.52E+03,7.92E+00,4.50E-04,71173,537.05833,1435.56207,1.39E+03,5.96E+00,9.66E+02,2.30E+00,1.52E+03,7.92E+00,0,,,,,537.05833,2.94E-03,1435.56207,2.01E-03,3.00E-02,-8.97E-02
1326.308679,1.53E+03,7.92E+00,4.50E-04,71174,537.06345,1435.55472,1.39E+03,5.96E+00,9.63E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06345,2.93E-03,1435.55472,2.01E-03,2.45E-02,-9.93E-02
1326.310067,1.54E+03,7.93E+00,4.50E-04,71175,537.06462,1435.5584,1.40E+03,5.97E+00,9.65E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06462,2.91E-03,1435.5584,2.00E-03,2.78E-02,-9.61E-02
1326.311456,1.53E+03,7.92E+00,4.50E-04,71176,537.06514,1435.56424,1.39E+03,5.96E+00,9.63E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.06514,2.93E-03,1435.56424,2.01E-03,2.94E-02,-8.86E-02
1326.312845,1.52E+03,7.92E+00,4.50E-04,71177,537.05673,1435.55966,1.39E+03,5.96E+00,9.66E+02,2.31E+00,1.52E+03,7.92E+00,0,,,,,537.05673,2.93E-03,1435.55966,2.01E-03,2.20E-02,-9.80E-02
1326.314234,1.53E+03,7.93E+00,4.50E-04,71178,537.06171,1435.55558,1.39E+03,5.97E+00,9.66E+02,2.30E+00,1.53E+03,7.93E+00,0,,,,,537.06171,2.93E-03,1435.55558,2.01E-03,2.75E-02,-9.63E-02
1326.315623,1.53E+03,7.92E+00,4.50E-04,71179,537.06575,1435.56487,1.39E+03,5.96E+00,9.65E+02,2.31E+00,1.53E+03,7.92E+00,0,,,,,537.06575,2.93E-03,1435.56487,2.01E-03,2.81E-02,-9.13E-02
1326.317012,1.54E+03,7.92E+00,4.50E-04,71180,537.06099,1435.55856,1.40E+03,5.96E+00,9.60E+02,2.30E+00,1.54E+03,7.92E+00,0,,,,,537.06099,2.91E-03,1435.55856,2.00E-03,2.54E-02,-9.55E-02
1326.318401,1.53E+03,7.93E+00,4.50E-04,71181,537.06126,1435.55755,1.39E+03,5.97E+00,9.67E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.06126,2.93E-03,1435.55755,2.00E-03,2.66E-02,-9.89E-02
1326.31979,1.53E+03,7.94E+00,4.50E-04,71182,537.06704,1435.55999,1.39E+03,5.97E+00,9.62E+02,2.31E+00,1.53E+03,7.94E+00,0,,,,,537.06704,2.93E-03,1435.55999,2.01E-03,2.81E-02,-8.96E-02
1326.321179,1.54E+03,7.93E+00,4.50E-04,71183,537.06201,1435.55534,1.40E+03,5.97E+00,9.63E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06201,2.91E-03,1435.55534,1.99E-03,2.56E-02,-9.80E-02
1326.322567,1.52E+03,7.92E+00,4.50E-04,71184,537.06407,1435.55749,1.38E+03,5.96E+00,9.66E+02,2.30E+00,1.52E+03,7.92E+00,0,,,,,537.06407,2.94E-03,1435.55749,2.01E-03,2.92E-02,-9.90E-02
1326.323956,1.52E+03,7.91E+00,4.50E-04,71185,537.06215,1435.55999,1.38E+03,5.96E+00,9.66E+02,2.31E+00,1.52E+03,7.91E+00,0,,,,,537.06215,2.94E-03,1435.55999,2.02E-03,2.43E-02,-9.14E-02
1326.325345,1.54E+03,7.93E+00,4.50E-04,71186,537.06179,1435.56064,1.40E+03,5.97E+00,9.63E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06179,2.92E-03,1435.56064,2.00E-03,2.90E-02,-9.52E-02
1326.326734,1.53E+03,7.92E+00,4.50E-04,71187,537.05937,1435.55235,1.39E+03,5.96E+00,9.64E+02,2.30E+00,1.53E+03,7.92E+00,0,,,,,537.05937,2.93E-03,1435.55235,2.00E-03,2.02E-02,-1.02E-01
1326.328123,1.54E+03,7.93E+00,4.50E-04,71188,537.06434,1435.55829,1.40E+03,5.97E+00,9.64E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06434,2.91E-03,1435.55829,2.00E-03,2.84E-02,-9.46E-02
1326.329512,1.52E+03,7.91E+00,4.50E-04,71189,537.06366,1435.56396,1.38E+03,5.96E+00,9.67E+02,2.31E+00,1.52E+03,7.91E+00,0,,,,,537.06366,2.94E-03,1435.56396,2.02E-03,2.91E-02,-9.03E-02
1326.330901,1.54E+03,7.94E+00,4.50E-04,71190,537.06261,1435.55697,1.40E+03,5.98E+00,9.67E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.06261,2.92E-03,1435.55697,2.00E-03,2.41E-02,-9.83E-02
1326.33229,1.54E+03,7.93E+00,4.50E-04,71191,537.06525,1435.55457,1.40E+03,5.97E+00,9.64E+02,2.30E+00,1.54E+03,7.93E+00,0,,,,,537.06525,2.92E-03,1435.55457,2.00E-03,2.98E-02,-9.73E-02
1326.333679,1.54E+03,7.92E+00,4.50E-04,71192,537.06637,1435.56017,1.40E+03,5.96E+00,9.62E+02,2.30E+00,1.54E+03,7.92E+00,0,,,,,537.06637,2.91E-03,1435.56017,2.00E-03,2.70E-02,-8.75E-02
1326.335067,1.54E+03,7.94E+00,4.50E-04,71193,537.06121,1435.55609,1.40E+03,5.97E+00,9.66E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.06121,2.92E-03,1435.55609,2.00E-03,2.46E-02,-1.00E-01
1326.336456,1.54E+03,7.92E+00,4.50E-04,71194,537.06329,1435.55974,1.40E+03,5.96E+00,9.62E+02,2.30E+00,1.54E+03,7.92E+00,0,,,,,537.06329,2.92E-03,1435.55974,2.00E-03,2.46E-02,-9.64E-02
1326.337845,1.55E+03,7.94E+00,4.50E-04,71195,537.06494,1435.55954,1.40E+03,5.97E+00,9.65E+02,2.30E+00,1.55E+03,7.94E+00,0,,,,,537.06494,2.91E-03,1435.55954,1.99E-03,2.82E-02,-9.47E-02
1326.339234,1.52E+03,7.92E+00,4.50E-04,71196,537.06349,1435.55226,1.38E+03,5.96E+00,9.69E+02,2.31E+00,1.52E+03,7.92E+00,0,,,,,537.06349,2.94E-03,1435.55226,2.02E-03,2.61E-02,-9.92E-02
1326.340623,1.53E+03,7.93E+00,4.50E-04,71197,537.06637,1435.56597,1.39E+03,5.97E+00,9.68E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.06637,2.93E-03,1435.56597,2.01E-03,2.62E-02,-8.60E-02
1326.342012,1.54E+03,7.94E+00,4.50E-04,71198,537.05898,1435.55646,1.40E+03,5.98E+00,9.69E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.05898,2.92E-03,1435.55646,2.00E-03,2.37E-02,-1.02E-01
1326.343401,1.53E+03,7.93E+00,4.50E-04,71199,537.06614,1435.55851,1.39E+03,5.97E+00,9.69E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.06614,2.93E-03,1435.55851,2.01E-03,3.44E-02,-9.30E-02
1326.34479,1.53E+03,7.93E+00,4.50E-04,71200,537.06566,1435.55815,1.39E+03,5.97E+00,9.68E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.06566,2.93E-03,1435.55815,2.01E-03,2.94E-02,-1.01E-01
1326.346178,1.52E+03,7.93E+00,4.50E-04,71201,537.0623,1435.55927,1.38E+03,5.97E+00,9.71E+02,2.31E+00,1.52E+03,7.93E+00,0,,,,,537.0623,2.94E-03,1435.55927,2.02E-03,2.26E-02,-9.33E-02
1326.347567,1.55E+03,7.94E+00,4.50E-04,71202,537.06281,1435.56372,1.40E+03,5.97E+00,9.66E+02,2.31E+00,1.55E+03,7.94E+00,0,,,,,537.06281,2.91E-03,1435.56372,1.99E-03,2.75E-02,-8.79E-02
1326.350345,1.53E+03,7.92E+00,4.50E-04,71204,537.06339,1435.5774,1.39E+03,5.96E+00,9.66E+02,2.31E+00,1.53E+03,7.92E+00,0,,,,,537.06339,2.94E-03,1435.5774,2.01E-03,1.99E-02,-6.03E-02
1326.351734,1.53E+03,7.93E+00,4.50E-04,71205,537.06181,1435.56181,1.39E+03,5.97E+00,9.69E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.06181,2.94E-03,1435.56181,2.02E-03,2.65E-02,-8.28E-02
1326.353123,1.54E+03,7.94E+00,4.50E-04,71206,537.05798,1435.55776,1.40E+03,5.97E+00,9.64E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.05798,2.91E-03,1435.55776,2.00E-03,2.24E-02,-9.10E-02
1326.354512,1.54E+03,7.94E+00,4.50E-04,71207,537.07008,1435.56417,1.40E+03,5.98E+00,9.73E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.07008,2.92E-03,1435.56417,2.00E-03,3.02E-02,-8.49E-02
1326.355901,1.52E+03,7.93E+00,4.50E-04,71208,537.05895,1435.55767,1.39E+03,5.97E+00,9.74E+02,2.31E+00,1.52E+03,7.93E+00,0,,,,,537.05895,2.94E-03,1435.55767,2.02E-03,2.60E-02,-9.75E-02
1326.35729,1.53E+03,7.92E+00,4.50E-04,71209,537.0651,1435.56029,1.39E+03,5.97E+00,9.70E+02,2.31E+00,1.53E+03,7.92E+00,0,,,,,537.0651,2.94E-03,1435.56029,2.01E-03,2.59E-02,-8.94E-02
1326.358678,1.54E+03,7.93E+00,4.50E-04,71210,537.06296,1435.56306,1.40E+03,5.97E+00,9.70E+02,2.31E+00,1.54E+03,7.93E+00,0,,,,,537.06296,2.92E-03,1435.56306,2.00E-03,2.70E-02,-9.21E-02
1326.360067,1.55E+03,7.94E+00,4.50E-04,71211,537.06642,1435.55592,1.40E+03,5.98E+00,9.70E+02,2.31E+00,1.55E+03,7.94E+00,0,,,,,537.06642,2.91E-03,1435.55592,1.99E-03,2.92E-02,-9.54E-02
1326.361456,1.53E+03,7.93E+00,4.50E-04,71212,537.063,1435.561,1.39E+03,5.97E+00,9.70E+02,2.31E+00,1.53E+03,7.93E+00,0,,,,,537.063,2.93E-03,1435.561,2.01E-03,2.70E-02,-9.37E-02
1326.362845,1.54E+03,7.94E+00,4.50E-04,71213,537.06002,1435.55901,1.40E+03,5.98E+00,9.74E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.06002,2.93E-03,1435.55901,2.00E-03,2.53E-02,-9.48E-02
1326.364234,1.54E+03,7.94E+00,4.50E-04,71214,537.05975,1435.55999,1.40E+03,5.97E+00,9.70E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.05975,2.91E-03,1435.55999,2.00E-03,2.84E-02,-9.61E-02
1326.365623,1.54E+03,7.94E+00,4.50E-04,71215,537.05958,1435.55953,1.40E+03,5.98E+00,9.70E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.05958,2.92E-03,1435.55953,2.00E-03,2.36E-02,-9.53E-02
1326.367012,1.54E+03,7.95E+00,4.50E-04,71216,537.06565,1435.55668,1.40E+03,5.99E+00,9.72E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.06565,2.93E-03,1435.55668,2.00E-03,3.03E-02,-9.99E-02
1326.368401,1.53E+03,7.94E+00,4.50E-04,71217,537.06351,1435.56222,1.39E+03,5.97E+00,9.73E+02,2.31E+00,1.53E+03,7.94E+00,0,,,,,537.06351,2.94E-03,1435.56222,2.01E-03,2.74E-02,-9.13E-02
1326.369789,1.54E+03,7.94E+00,4.50E-04,71218,537.05597,1435.55838,1.40E+03,5.98E+00,9.70E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.05597,2.91E-03,1435.55838,2.00E-03,2.52E-02,-9.15E-02
1326.371178,1.53E+03,7.94E+00,4.50E-04,71219,537.06304,1435.55457,1.40E+03,5.98E+00,9.73E+02,2.31E+00,1.53E+03,7.94E+00,0,,,,,537.06304,2.92E-03,1435.55457,2.00E-03,2.76E-02,-1.02E-01
1326.372567,1.54E+03,7.95E+00,4.50E-04,71220,537.0688,1435.55912,1.40E+03,5.98E+00,9.75E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.0688,2.93E-03,1435.55912,2.00E-03,3.14E-02,-9.33E-02
1326.373956,1.56E+03,7.96E+00,4.50E-04,71221,537.05618,1435.55971,1.41E+03,5.99E+00,9.75E+02,2.31E+00,1.56E+03,7.96E+00,0,,,,,537.05618,2.90E-03,1435.55971,1.99E-03,2.09E-02,-8.72E-02
1326.375345,1.54E+03,7.95E+00,4.50E-04,71222,537.06235,1435.55318,1.40E+03,5.99E+00,9.77E+02,2.32E+00,1.54E+03,7.95E+00,0,,,,,537.06235,2.93E-03,1435.55318,2.00E-03,2.96E-02,-1.00E-01
1326.376734,1.54E+03,7.94E+00,4.50E-04,71223,537.06797,1435.5551,1.40E+03,5.98E+00,9.74E+02,2.31E+00,1.54E+03,7.94E+00,0,,,,,537.06797,2.92E-03,1435.5551,2.00E-03,2.58E-02,-9.85E-02
1326.378123,1.54E+03,7.95E+00,4.50E-04,71224,537.05723,1435.55669,1.40E+03,5.98E+00,9.76E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.05723,2.92E-03,1435.55669,2.00E-03,2.45E-02,-9.81E-02
1326.379512,1.55E+03,7.96E+00,4.50E-04,71225,537.06577,1435.55763,1.41E+03,5.99E+00,9.75E+02,2.31E+00,1.55E+03,7.96E+00,0,,,,,537.06577,2.91E-03,1435.55763,1.99E-03,2.75E-02,-9.51E-02
1326.380901,1.54E+03,7.95E+00,4.50E-04,71226,537.06552,1435.55337,1.40E+03,5.98E+00,9.73E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.06552,2.92E-03,1435.55337,2.00E-03,2.32E-02,-1.00E-01
1326.382289,1.54E+03,7.95E+00,4.50E-04,71227,537.06098,1435.56167,1.40E+03,5.99E+00,9.77E+02,2.32E+00,1.54E+03,7.95E+00,0,,,,,537.06098,2.92E-03,1435.56167,2.00E-03,2.71E-02,-8.39E-02
1326.383678,1.54E+03,7.95E+00,4.50E-04,71228,537.06551,1435.55726,1.40E+03,5.98E+00,9.73E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.06551,2.92E-03,1435.55726,2.00E-03,2.79E-02,-9.96E-02
1326.385067,1.54E+03,7.95E+00,4.50E-04,71229,537.06523,1435.55476,1.40E+03,5.98E+00,9.77E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.06523,2.93E-03,1435.55476,2.00E-03,2.68E-02,-9.94E-02
1326.386456,1.54E+03,7.95E+00,4.50E-04,71230,537.06625,1435.56287,1.40E+03,5.98E+00,9.76E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.06625,2.92E-03,1435.56287,2.00E-03,3.07E-02,-9.07E-02
1326.387845,1.55E+03,7.96E+00,4.50E-04,71231,537.05928,1435.55934,1.41E+03,5.99E+00,9.75E+02,2.31E+00,1.55E+03,7.96E+00,0,,,,,537.05928,2.90E-03,1435.55934,1.99E-03,2.68E-02,-9.56E-02
1326.389234,1.54E+03,7.95E+00,4.50E-04,71232,537.05473,1435.55568,1.40E+03,5.98E+00,9.77E+02,2.31E+00,1.54E+03,7.95E+00,0,,,,,537.05473,2.92E-03,1435.55568,2.01E-03,2.39E-02,-9.97E-02
1326.390623,1.55E+03,7.96E+00,4.50E-04,71233,537.06306,1435.55959,1.40E+03,5.99E+00,9.77E+02,2.32E+00,1.55E+03,7.96E+00,0,,,,,537.06306,2.91E-03,1435.55959,2.00E-03,2.86E-02,-9.49E-02
1326.392012,1.55E+03,7.96E+00,4.50E-04,71234,537.06305,1435.56289,1.40E+03,5.99E+00,9.73E+02,2.31E+00,1.55E+03,7.96E+00,0,,,,,537.06305,2.92E-03,1435.56289,2.00E-03,2.70E-02,-9.04E-02
1326.393401,1.54E+03,7.96E+00,4.50E-04,71235,537.06096,1435.55607,1.40E+03,5.99E+00,9.76E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.06096,2.93E-03,1435.55607,2.00E-03,2.60E-02,-9.64E-02
1326.394789,1.53E+03,7.95E+00,4.50E-04,71236,537.05937,1435.55479,1.39E+03,5.98E+00,9.80E+02,2.32E+00,1.53E+03,7.95E+00,0,,,,,537.05937,2.94E-03,1435.55479,2.01E-03,2.60E-02,-1.00E-01
1326.396178,1.55E+03,7.96E+00,4.50E-04,71237,537.06148,1435.55497,1.40E+03,5.99E+00,9.78E+02,2.31E+00,1.55E+03,7.96E+00,0,,,,,537.06148,2.91E-03,1435.55497,2.00E-03,2.39E-02,-9.57E-02
1326.397567,1.55E+03,7.96E+00,4.50E-04,71238,537.06634,1435.55892,1.41E+03,5.99E+00,9.77E+02,2.32E+00,1.55E+03,7.96E+00,0,,,,,537.06634,2.91E-03,1435.55892,1.99E-03,2.92E-02,-9.20E-02
1326.398956,1.55E+03,7.96E+00,4.50E-04,71239,537.06614,1435.55641,1.40E+03,5.99E+00,9.77E+02,2.32E+00,1.55E+03,7.96E+00,0,,,,,537.06614,2.91E-03,1435.55641,2.00E-03,2.61E-02,-1.04E-01
1326.400345,1.54E+03,7.96E+00,4.50E-04,71240,537.0644,1435.56102,1.39E+03,5.99E+00,9.82E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.0644,2.94E-03,1435.56102,2.01E-03,2.82E-02,-8.72E-02
1326.401734,1.55E+03,7.97E+00,4.50E-04,71241,537.06306,1435.5499,1.41E+03,6.00E+00,9.78E+02,2.31E+00,1.55E+03,7.97E+00,0,,,,,537.06306,2.91E-03,1435.5499,1.99E-03,2.23E-02,-1.05E-01
1326.403123,1.55E+03,7.96E+00,4.50E-04,71242,537.07049,1435.56414,1.40E+03,5.99E+00,9.78E+02,2.32E+00,1.55E+03,7.96E+00,0,,,,,537.07049,2.92E-03,1435.56414,2.00E-03,3.11E-02,-8.51E-02
1326.404512,1.55E+03,7.97E+00,4.50E-04,71243,537.06374,1435.56383,1.40E+03,6.00E+00,9.82E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06374,2.92E-03,1435.56383,2.00E-03,3.04E-02,-9.14E-02
1326.4059,1.54E+03,7.96E+00,4.50E-04,71244,537.06329,1435.55487,1.40E+03,5.99E+00,9.79E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.06329,2.92E-03,1435.55487,2.00E-03,2.40E-02,-1.01E-01
1326.407289,1.55E+03,7.96E+00,4.50E-04,71245,537.06716,1435.56414,1.40E+03,5.99E+00,9.80E+02,2.31E+00,1.55E+03,7.96E+00,0,,,,,537.06716,2.92E-03,1435.56414,2.00E-03,3.24E-02,-8.31E-02
1326.408678,1.55E+03,7.97E+00,4.50E-04,71246,537.05914,1435.55704,1.41E+03,6.00E+00,9.76E+02,2.31E+00,1.55E+03,7.97E+00,0,,,,,537.05914,2.90E-03,1435.55704,1.99E-03,2.44E-02,-1.02E-01
1326.410067,1.55E+03,7.97E+00,4.50E-04,71247,537.06158,1435.56041,1.41E+03,6.00E+00,9.78E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06158,2.91E-03,1435.56041,1.99E-03,2.62E-02,-9.36E-02
1326.411456,1.55E+03,7.96E+00,4.50E-04,71248,537.06105,1435.55842,1.40E+03,5.99E+00,9.83E+02,2.32E+00,1.55E+03,7.96E+00,0,,,,,537.06105,2.92E-03,1435.55842,2.00E-03,2.98E-02,-8.98E-02
1326.412845,1.54E+03,7.96E+00,4.50E-04,71249,537.06416,1435.55304,1.40E+03,5.99E+00,9.84E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.06416,2.93E-03,1435.55304,2.01E-03,2.81E-02,-9.76E-02
1326.414234,1.54E+03,7.96E+00,4.50E-04,71250,537.06298,1435.55782,1.40E+03,5.99E+00,9.79E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.06298,2.92E-03,1435.55782,2.00E-03,2.46E-02,-9.29E-02
1326.415623,1.55E+03,7.98E+00,4.50E-04,71251,537.06148,1435.55833,1.41E+03,6.00E+00,9.84E+02,2.32E+00,1.55E+03,7.98E+00,0,,,,,537.06148,2.91E-03,1435.55833,1.99E-03,2.73E-02,-9.24E-02
1326.417012,1.54E+03,7.97E+00,4.50E-04,71252,537.05995,1435.555,1.40E+03,6.00E+00,9.85E+02,2.32E+00,1.54E+03,7.97E+00,0,,,,,537.05995,2.93E-03,1435.555,2.00E-03,2.68E-02,-9.58E-02
1326.4184,1.55E+03,7.97E+00,4.50E-04,71253,537.06498,1435.55849,1.40E+03,6.00E+00,9.82E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06498,2.91E-03,1435.55849,2.00E-03,2.89E-02,-9.46E-02
1326.419789,1.54E+03,7.96E+00,4.50E-04,71254,537.06633,1435.56184,1.40E+03,5.99E+00,9.82E+02,2.32E+00,1.54E+03,7.96E+00,0,,,,,537.06633,2.92E-03,1435.56184,2.00E-03,2.68E-02,-9.26E-02
1326.421178,1.55E+03,7.98E+00,4.50E-04,71255,537.06144,1435.55411,1.41E+03,6.01E+00,9.83E+02,2.32E+00,1.55E+03,7.98E+00,0,,,,,537.06144,2.91E-03,1435.55411,2.00E-03,2.46E-02,-1.01E-01
1326.422567,1.55E+03,7.97E+00,4.50E-04,71256,537.06258,1435.55859,1.41E+03,6.00E+00,9.81E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06258,2.91E-03,1435.55859,2.00E-03,2.52E-02,-9.39E-02
1326.423956,1.55E+03,7.97E+00,4.50E-04,71257,537.06612,1435.56122,1.40E+03,6.00E+00,9.84E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06612,2.92E-03,1435.56122,2.00E-03,3.04E-02,-8.79E-02
1326.425345,1.54E+03,7.97E+00,4.50E-04,71258,537.06167,1435.55251,1.40E+03,6.00E+00,9.85E+02,2.32E+00,1.54E+03,7.97E+00,0,,,,,537.06167,2.93E-03,1435.55251,2.00E-03,2.40E-02,-1.02E-01
1326.426734,1.53E+03,7.96E+00,4.50E-04,71259,537.06405,1435.55865,1.39E+03,5.99E+00,9.86E+02,2.32E+00,1.53E+03,7.96E+00,0,,,,,537.06405,2.94E-03,1435.55865,2.01E-03,2.89E-02,-9.66E-02
1326.428123,1.55E+03,7.97E+00,4.50E-04,71260,537.06992,1435.56316,1.41E+03,6.00E+00,9.79E+02,2.32E+00,1.55E+03,7.97E+00,0,,,,,537.06992,2.91E-03,1435.56316,1.99E-03,3.50E-02,-8.78E-02
